채무자 법인/개인사업자 구분,보증종료일자,사고사유,사업장지역상세,주택형태,임대보증금 금액,임대보증금 금액 대비 사고금액 (%),보증종료일자 기준 사고발생일자 소요일
개인사업자,2024-11-07,공사인정사유,부산광역시 남구 신선로447번길 75,다세대주택,50000000,100.0,67
개인사업자,2024-09-06,기간만료미반환,부산광역시 부산진구 신천대로204번가길 15,기타(오피스텔),208000000,100.0,32
개인사업자,2026-02-15,기간만료미반환,서울특별시 강서구 공항대로58다길 44,다세대주택,93000000,100.0,-11
개인사업자,2024-08-25,기간만료미반환,서울특별시 관악구 청림3나길 6,다세대주택,50000000,100.0,8
개인사업자,2024-07-28,기간만료미반환,광주광역시 북구 독립로255번길 6,다중주택,125000000,100.0,61
개인사업자,2025-08-30,기간만료미반환,광주광역시 동구 제봉로213번길 6,기타(오피스텔),220000000,100.0,-35
개인사업자,2024-10-03,기간만료미반환,인천광역시 중구 샛골로 51,다세대주택,75000000,100.0,18
개인사업자,2025-05-16,기간만료미반환,부산광역시 서구 보수대로320번길 59,기타(오피스텔),100000000,100.0,61
개인사업자,2025-04-06,기간만료미반환,서울특별시 금천구 범안로20길 15,기타(오피스텔),5000000,100.0,62
개인사업자,2023-08-09,기간만료미반환,서울특별시 관악구 서림11가길 9,다세대주택,135000000,100.0,63
개인사업자,2025-11-20,기간만료미반환,서울특별시 양천구 은행정로20길 9,다세대주택,70000000,100.0,62
개인사업자,2025-02-20,기간만료미반환,부산광역시 수영구 남천동로16번길 7,기타(오피스텔),45000000,100.0,60
개인사업자,2025-12-17,기간만료미반환,서울특별시 양천구 곰달래로11길 4,다가구주택,110000000,100.0,-4
개인사업자,2024-11-09,기간만료미반환,경기도 수원시 권선구 덕영대로1106번길 0,다세대주택,88200000,100.0,-26
개인사업자,2024-09-13,기간만료미반환,전라남도 순천시 상검길 80,기타(오피스텔),89900000,100.0,60
개인사업자,2025-05-16,기간만료미반환,서울특별시 강동구 동남로53길 20,다세대주택,141000000,100.0,62
개인사업자,2024-12-17,기간만료미반환,서울특별시 강서구 초록마을로12길 1,다세대주택,130000000,100.0,60
개인사업자,2025-06-25,기간만료미반환,서울특별시 강서구 곰달래로39길 10,기타(오피스텔),125000000,100.0,63
개인사업자,2025-08-31,공사인정사유,,연립주택,103000000,100.0,-36
개인사업자,2024-10-31,기간만료미반환,경상북도 영천시 완산2길 51,다세대주택,80000000,100.0,-18
개인사업자,2025-09-26,기간만료미반환,서울특별시 광진구 자양로5길 45,기타(오피스텔),150000000,100.0,60
개인사업자,2023-12-14,기간만료미반환,서울특별시 강서구 양천로69길 11,연립주택,70000000,100.0,0
개인사업자,2025-07-24,기간만료미반환,광주광역시 북구 동문대로191번길 24,기타(오피스텔),84000000,100.0,53
개인사업자,2026-02-14,기간만료미반환,경상북도 포항시 북구 양덕로6번길 0,다가구주택,209000000,100.0,62
개인사업자,2025-11-10,기간만료미반환,서울특별시 금천구 남부순환로124길 26,다세대주택,141750000,100.0,61
개인사업자,2025-08-17,기간만료미반환,부산광역시 남구 유엔평화로17번길 62,기타(오피스텔),85000000,100.0,101
개인사업자,2024-07-17,기간만료미반환,경기도 오산시 한신대길 123,기타(오피스텔),154300000,100.0,30
개인사업자,2025-07-24,기간만료미반환,서울특별시 영등포구 디지털로37라길 4,다세대주택,85000000,100.0,-11
개인사업자,2024-10-25,기간만료미반환,충청북도 충주시 둔대안길 39,기타(오피스텔),90000000,100.0,65
개인사업자,2024-09-22,기간만료미반환,서울특별시 관악구 신사로12길 31,기타(오피스텔),80000000,100.0,60
개인사업자,2025-11-05,기간만료미반환,경상북도 안동시 옥서5길 39,다세대주택,135000000,100.0,6
개인사업자,2024-10-18,기간만료미반환,광주광역시 광산구 산정로62번길 23,다세대주택,125000000,100.0,61
개인사업자,2024-03-30,공사인정사유,전라남도 장성군 덕주2길 12,기타(오피스텔),40000000,100.0,-30
개인사업자,2023-08-30,기간만료미반환,서울특별시 강서구 등촌로13마길 17,다세대주택,150000000,100.0,31
개인사업자,2026-01-15,기간만료미반환,서울특별시 금천구 독산로64길 55,아파트,90000000,100.0,89
개인사업자,2024-05-23,기간만료미반환,서울특별시 구로구 경서로7길 11,다세대주택,80000000,100.0,62
개인사업자,2024-08-12,기간만료미반환,서울특별시 강서구 강서로76길 19,기타(오피스텔),199000000,100.0,62
개인사업자,2025-08-06,기간만료미반환,부산광역시 연제구 거제천로104번길 5,다세대주택,73500000,100.0,62
개인사업자,2025-08-10,기간만료미반환,경기도 이천시 대죽로283번길 9,단독주택,115000000,100.0,-39
개인사업자,2025-10-14,기간만료미반환,서울특별시 강서구 양천로67가길 63,다가구주택,105000000,100.0,62
개인사업자,2025-07-18,기간만료미반환,전라남도 무안군 내현화길 14,다세대주택,120000000,100.0,-34
개인사업자,2025-02-22,기간만료미반환,부산광역시 남구 신정번영로47번길 33,다세대주택,50000000,100.0,6
개인사업자,2025-02-27,기간만료미반환,서울특별시 금천구 시흥대로12길 21,다세대주택,100000000,100.0,-2
개인사업자,2024-06-13,기간만료미반환,대구광역시 달성군 가창로119길 66,연립주택,152250000,100.0,48
개인사업자,2024-09-13,기간만료미반환,부산광역시 강서구 유통단지2로 76,다세대주택,192800000,100.0,61
개인사업자,2025-12-21,공사인정사유,부산광역시 해운대구 반여로155번가길 3,다세대주택,140000000,100.0,-78
개인사업자,2025-04-23,기간만료미반환,경상남도 거제시 유계3길 56,기타(오피스텔),110000000,100.0,54
개인사업자,2025-03-12,기간만료미반환,서울특별시 은평구 진흥로9길 15,다세대주택,135000000,100.0,11
개인사업자,2024-01-22,기간만료미반환,서울특별시 양천구 신목로12길 23,다세대주택,150000000,100.0,63
개인사업자,2025-11-06,기간만료미반환,광주광역시 북구 서림로 108,아파트,170000000,100.0,64
개인사업자,2025-12-14,기간만료미반환,충청남도 예산군 대치2길 67,다세대주택,200000000,100.0,62
개인사업자,2025-06-24,기간만료미반환,인천광역시 계양구 계산천동로19번길 9,다가구주택,30000000,100.0,62
개인사업자,2024-10-15,기간만료미반환,서울특별시 강북구 수유로4길 43,다세대주택,100000000,100.0,66
개인사업자,2023-04-14,기간만료미반환,경상북도 안동시 합전4길 26,기타(오피스텔),50000000,100.0,22
개인사업자,2025-04-06,기간만료미반환,부산광역시 동래구 아시아드대로247번길 30,다세대주택,130000000,100.0,30
개인사업자,2024-01-24,기간만료미반환,부산광역시 수영구 광안해변로378번길 8,다세대주택,125000000,100.0,88
개인사업자,2025-08-15,기간만료미반환,광주광역시 동구 지원로42번길 18,기타(오피스텔),60000000,100.0,127
개인사업자,2025-09-01,기간만료미반환,부산광역시 수영구 구락로43번길 17,다세대주택,86000000,100.0,13
개인사업자,2025-05-17,기간만료미반환,전라남도 광양시 지실길 11,기타(오피스텔),120000000,100.0,63
개인사업자,2025-03-28,기간만료미반환,경기도 수원시 팔달구 세지로251번길 0,다세대주택,100000000,100.0,65
개인사업자,2024-11-09,기간만료미반환,서울특별시 강서구 등촌로57길 9,기타(오피스텔),20000000,100.0,40
개인사업자,2025-05-17,기간만료미반환,경상남도 거제시 문동4길 111,다세대주택,82000000,100.0,9
개인사업자,2025-04-04,기간만료미반환,부산광역시 부산진구 엄광로190번길 8,아파트,90000000,100.0,63
개인사업자,2024-02-12,기간만료미반환,충청북도 충주시 대학촌1길 26,기타(오피스텔),70000000,100.0,60
개인사업자,2025-05-23,기간만료미반환,부산광역시 사상구 백양대로907번다길 3,다세대주택,241000000,100.0,17
개인사업자,2024-07-13,기간만료미반환,,기타(오피스텔),120000000,100.0,24
개인사업자,2026-05-26,기간만료미반환,서울특별시 관악구 인헌9길 15,다세대주택,150000000,100.0,40
개인사업자,2025-02-22,기간만료미반환,경기도 수원시 권선구 정조로413번길 0,다세대주택,102000000,100.0,60
개인사업자,2025-10-30,기간만료미반환,서울특별시 금천구 범안로15길 57,다세대주택,120000000,100.0,86
개인사업자,2025-12-08,기간만료미반환,경기도 하남시 월호로 54,아파트,60000000,100.0,60
개인사업자,2024-09-09,기간만료미반환,경기도 오산시 박동길 30,아파트,60000000,100.0,63
개인사업자,2025-07-31,기간만료미반환,광주광역시 북구 설죽로436번길 28,기타(오피스텔),50000000,100.0,60
개인사업자,2026-01-03,기간만료미반환,부산광역시 동래구 우장춘로67번길 6,기타(오피스텔),80000000,100.0,47
개인사업자,2026-02-16,기간만료미반환,경기도 수원시 권선구 평동로86번길 0,다세대주택,140000000,100.0,63
개인사업자,2024-09-15,기간만료미반환,서울특별시 관악구 봉천로7길 3,다세대주택,132300000,100.0,-51
개인사업자,2024-07-09,기간만료미반환,서울특별시 금천구 구로동로2길 17,다세대주택,100000000,100.0,-30
개인사업자,2024-09-24,기간만료미반환,서울특별시 관악구 호암로26길 43,다세대주택,210000000,100.0,60
개인사업자,2024-06-05,기간만료미반환,경기도 수원시 팔달구 세류로 0,기타(오피스텔),60000000,100.0,62
개인사업자,2025-12-18,기간만료미반환,,다세대주택,155000000,100.0,59
개인사업자,2024-09-05,기간만료미반환,대구광역시 달성군 하빈남로27길 9,기타(오피스텔),165000000,100.0,60
개인사업자,2025-04-07,기간만료미반환,서울특별시 강서구 금낭화로24가길 21,다가구주택,105000000,100.0,62
개인사업자,2024-11-29,기간만료미반환,서울특별시 광진구 아차산로29길 52,다세대주택,53000000,100.0,-13
개인사업자,2025-08-10,기간만료미반환,충청남도 예산군 월곡2길 30,기타(오피스텔),130000000,100.0,-62
개인사업자,2025-01-31,기간만료미반환,경기도 수원시 팔달구 세지로251번길 0,기타(오피스텔),120000000,100.0,61
개인사업자,2025-09-07,기간만료미반환,전라남도 광양시 소미길 61,다세대주택,180000000,100.0,63
개인사업자,2025-08-16,기간만료미반환,부산광역시 남구 수영로261번길 11,기타(오피스텔),84000000,100.0,27
개인사업자,2024-11-09,기간만료미반환,대구광역시 달성군 돌끼1길 11,기타(오피스텔),60000000,100.0,-3
개인사업자,2024-06-19,기간만료미반환,서울특별시 강서구 공항대로59길 45,다세대주택,131000000,100.0,61
개인사업자,2023-11-07,기간만료미반환,,다가구주택,219000000,100.0,3
개인사업자,2025-05-13,기간만료미반환,전라남도 광양시 율촌산단5로 177,기타(오피스텔),150000000,100.0,-25
개인사업자,2025-06-03,기간만료미반환,경기도 수원시 권선구 일월천로15번길 0,기타(오피스텔),115000000,100.0,-12
개인사업자,2026-01-23,기간만료미반환,경상북도 안동시 충효로 4430,다세대주택,160000000,100.0,63
개인사업자,2025-02-22,기간만료미반환,서울특별시 강서구 화곡로27길 16,다세대주택,136000000,100.0,15
개인사업자,2025-03-19,기간만료미반환,전라남도 광양시 무등1길 6,다가구주택,65000000,100.0,7
개인사업자,2024-09-25,기간만료미반환,부산광역시 수영구 연수로369번길 19,기타(오피스텔),70000000,100.0,-56
개인사업자,2026-01-03,기간만료미반환,서울특별시 강서구 등촌로3나길 16,다세대주택,116000000,100.0,32
개인사업자,2025-01-25,기간만료미반환,경상북도 포항시 북구 학야길252번길 0,다세대주택,190000000,100.0,62
개인사업자,2023-11-07,기간만료미반환,서울특별시 강서구 공항대로48길 23,기타(오피스텔),170000000,100.0,-29
개인사업자,2024-09-22,기간만료미반환,부산광역시 수영구 연수로241번길 24,다가구주택,75000000,100.0,96
개인사업자,2024-04-25,기간만료미반환,경상남도 거제시 삼거림2길 9,기타(오피스텔),70000000,100.0,62
법인사업자,2025-02-22,기간만료미반환,전라남도 목포시 삼학로343번길 5,기타(오피스텔),120000000,100.0,62
개인사업자,2025-01-06,기간만료미반환,부산광역시 동래구 온천천로519번길 8,기타(오피스텔),200000000,100.0,60
개인사업자,2024-02-18,기간만료미반환,,기타(오피스텔),80000000,100.0,60
개인사업자,2025-04-04,기간만료미반환,부산광역시 남구 못골번영로72번가길 25,기타(오피스텔),65000000,100.0,-53
개인사업자,2024-06-21,기간만료미반환,부산광역시 연제구 고분로170번길 17,기타(오피스텔),70000000,100.0,-59
개인사업자,2025-11-26,기간만료미반환,서울특별시 강서구 공항대로13길 26,다세대주택,50000000,100.0,3
개인사업자,2025-03-22,기간만료미반환,,아파트,20000000,100.0,62
개인사업자,2025-06-15,기간만료미반환,부산광역시 수영구 망미로21번길 6,다세대주택,90000000,100.0,-16
개인사업자,2025-10-03,기간만료미반환,부산광역시 동래구 충렬대로125번길 20,기타(오피스텔),50000000,100.0,-31
개인사업자,2025-08-27,기간만료미반환,부산광역시 중구 대영로243번길 6,다가구주택,100000000,100.0,59
개인사업자,2024-09-29,기간만료미반환,광주광역시 광산구 동산길97번길 8,다세대주택,176400000,100.0,-41
개인사업자,2024-07-17,기간만료미반환,서울특별시 강서구 화곡로32길 2,다세대주택,200000000,100.0,-12
개인사업자,2023-10-19,기간만료미반환,충청북도 충주시 성서7길 18,기타(오피스텔),80000000,100.0,59
개인사업자,2025-04-10,기간만료미반환,서울특별시 중랑구 봉화산로3길 14,기타(오피스텔),150000000,100.0,54
개인사업자,2025-05-21,기간만료미반환,광주광역시 북구 향토문화로 22,다세대주택,60000000,100.0,-23
개인사업자,2025-01-19,기간만료미반환,서울특별시 금천구 시흥대로139길 28,다세대주택,130000000,100.0,64
개인사업자,2025-02-20,기간만료미반환,경기도 남양주시 팔당로221번길 11,아파트,127000000,100.0,62
개인사업자,2023-11-07,기간만료미반환,광주광역시 북구 당뫼로8번길 29,다세대주택,84000000,100.0,-38
개인사업자,2024-03-29,기간만료미반환,서울특별시 강동구 상암로79가길 3,다세대주택,90000000,100.0,64
개인사업자,2024-04-19,기간만료미반환,서울특별시 영등포구 당산로46가길 6,기타(오피스텔),155000000,100.0,-79
개인사업자,2025-12-15,기간만료미반환,경기도 수원시 팔달구 매산로20번길 0,기타(오피스텔),201000000,100.0,49
개인사업자,2024-09-13,기간만료미반환,서울특별시 강서구 양천로47길 104,다세대주택,147000000,100.0,20
개인사업자,2024-04-14,기간만료미반환,서울특별시 금천구 범안로15길 57,다세대주택,85000000,100.0,144
개인사업자,2025-04-04,기간만료미반환,경기도 수원시 팔달구 팔달문로10번길 0,기타(오피스텔),160000000,100.0,61
개인사업자,2025-11-09,기간만료미반환,서울특별시 강서구 곰달래로32길 20,기타(오피스텔),30000000,100.0,62
개인사업자,2026-02-21,기간만료미반환,서울특별시 양천구 남부순환로75길 7,기타(오피스텔),70000000,100.0,-80
개인사업자,2025-04-02,기간만료미반환,충청남도 아산시 번영로179번길 19,다세대주택,220000000,100.0,39
개인사업자,2025-11-09,기간만료미반환,서울특별시 영등포구 신길로34가길 8,기타(오피스텔),165000000,100.0,60
개인사업자,2025-03-30,기간만료미반환,충청남도 서천군 장항공단길 112,기타(오피스텔),142000000,100.0,35
개인사업자,2024-12-08,기간만료미반환,광주광역시 북구 신촌로13번길 11,다세대주택,120000000,100.0,62
개인사업자,2024-08-05,기간만료미반환,부산광역시 수영구 수영로603번길 7,다세대주택,80000000,100.0,63
개인사업자,2024-12-16,기간만료미반환,서울특별시 강서구 화곡로 119,다세대주택,230000000,100.0,59
개인사업자,2025-04-27,기간만료미반환,광주광역시 북구 북문대로242번길 9,다세대주택,105000000,100.0,-58
개인사업자,2024-07-21,기간만료미반환,서울특별시 강서구 방화동로12가길 32,다세대주택,85000000,100.0,50
개인사업자,2025-11-29,기간만료미반환,광주광역시 북구 서암대로119번길 5,다세대주택,70000000,100.0,59
개인사업자,2025-06-04,기간만료미반환,서울특별시 양천구 목동중앙북로1길 41,다세대주택,173000000,100.0,127
개인사업자,2025-06-04,기간만료미반환,부산광역시 기장군 달음산길 17,다세대주택,199000000,100.0,63
개인사업자,2026-01-23,기간만료미반환,경기도 수원시 권선구 삼천병마로1592번길 0,다세대주택,85000000,100.0,59
개인사업자,2024-11-21,기간만료미반환,서울특별시 동대문구 서울시립대로21길 10,다세대주택,50000000,100.0,-69
개인사업자,2025-10-12,기간만료미반환,서울특별시 강서구 금낭화로5길 6,다가구주택,150000000,100.0,62
개인사업자,2025-04-22,기간만료미반환,충청남도 서천군 관포길68번길 13,다세대주택,160000000,100.0,50
개인사업자,2025-04-04,기간만료미반환,전라남도 광양시 석정길 25,다세대주택,110000000,100.0,62
개인사업자,2026-02-07,기간만료미반환,전라남도 장성군 용암길 10,기타(오피스텔),50000000,100.0,61
개인사업자,2026-04-13,기간만료미반환,경기도 김포시 김포한강11로331번길 259,다세대주택,68000000,100.0,3
개인사업자,2025-03-23,기간만료미반환,경상북도 영천시 구읍2길 34,연립주택,80000000,100.0,63
개인사업자,2026-02-25,공사인정사유,서울특별시 강서구 까치산로2길 8,기타(오피스텔),150000000,100.0,-81
개인사업자,2025-10-30,기간만료미반환,서울특별시 강서구 곰달래로59길 12,다세대주택,120000000,100.0,-34
개인사업자,2025-04-18,기간만료미반환,전라남도 광양시 서평2길 15,기타(오피스텔),130000000,100.0,62
개인사업자,2025-07-16,기간만료미반환,부산광역시 부산진구 범천로12번가길 12,기타(오피스텔),130000000,100.0,60
개인사업자,2026-02-27,기간만료미반환,서울특별시 금천구 독산로22가길 3,아파트,73500000,100.0,25
개인사업자,2026-01-21,기간만료미반환,서울특별시 양천구 목동중앙남로16마길 15,다세대주택,80000000,100.0,60
개인사업자,2025-08-13,기간만료미반환,전라남도 무안군 병곡길 16,기타(오피스텔),60000000,100.0,62
개인사업자,2025-08-19,기간만료미반환,서울특별시 중랑구 봉화산로19길 5,기타(오피스텔),245000000,100.0,60
개인사업자,2025-02-05,기간만료미반환,서울특별시 양천구 월정로17길 22,다세대주택,70000000,100.0,38
개인사업자,2025-02-20,기간만료미반환,경기도 김포시 대곶로508번길 6,다세대주택,146000000,100.0,21
개인사업자,2025-04-26,기간만료미반환,서울특별시 강서구 강서로5다길 20,기타(오피스텔),130000000,100.0,62
개인사업자,2024-03-06,기간만료미반환,서울특별시 동대문구 전농로37나길 32,기타(오피스텔),130000000,100.0,227
개인사업자,2024-12-15,기간만료미반환,광주광역시 광산구 평동화전길 48,기타(오피스텔),100000000,100.0,-87
개인사업자,2024-02-25,기간만료미반환,대전광역시 서구 중반2길 103,다세대주택,140000000,100.0,-37
개인사업자,2024-08-25,기간만료미반환,서울특별시 강서구 월정로14길 23,다세대주택,80000000,100.0,63
개인사업자,2026-03-17,기간만료미반환,서울특별시 영등포구 당산로20길 8,기타(오피스텔),120000000,100.0,-100
개인사업자,2024-07-05,기간만료미반환,서울특별시 강서구 공항대로57길 12,다가구주택,135000000,100.0,62
개인사업자,2024-07-18,기간만료미반환,서울특별시 강서구 등촌로57길 9,기타(오피스텔),70000000,100.0,45
개인사업자,2024-03-15,기간만료미반환,서울특별시 은평구 갈현로7길 9,기타(오피스텔),105000000,100.0,75
개인사업자,2025-06-04,기간만료미반환,전라남도 무안군 도림산길 3,기타(오피스텔),78000000,100.0,-50
개인사업자,2025-09-22,기간만료미반환,서울특별시 강서구 강서로26길 51,다세대주택,148000000,100.0,55
개인사업자,2026-02-27,기간만료미반환,전라남도 목포시 교육로 40,기타(오피스텔),130000000,100.0,-31
개인사업자,2024-09-15,기간만료미반환,서울특별시 강북구 삼양로140길 5,다세대주택,136000000,100.0,63
개인사업자,2024-05-25,기간만료미반환,서울특별시 강서구 초록마을로26길 49,기타(오피스텔),170000000,100.0,-79
개인사업자,2024-05-03,기간만료미반환,서울특별시 중랑구 신내역로1길 127,연립주택,75000000,100.0,62
개인사업자,2026-01-26,기간만료미반환,경기도 오산시 독산성로362번길 35,기타(오피스텔),70000000,100.0,3
개인사업자,2025-08-29,기간만료미반환,대구광역시 달성군 테크노대로 70,아파트,120000000,100.0,61
개인사업자,2023-11-14,기간만료미반환,대전광역시 서구 도마14길 32,다세대주택,199000000,100.0,62
개인사업자,2024-09-28,기간만료미반환,서울특별시 강서구 초록마을로11길 27,기타(오피스텔),68000000,100.0,1
개인사업자,2024-04-11,기간만료미반환,서울특별시 영등포구 양평로21다길 11,기타(오피스텔),105000000,100.0,62
개인사업자,2024-11-20,기간만료미반환,광주광역시 광산구 첨단봉산길 16,기타(오피스텔),135000000,100.0,-16
개인사업자,2024-09-22,기간만료미반환,부산광역시 부산진구 동성로74번가길 21,기타(오피스텔),80000000,100.0,21
개인사업자,2024-09-27,기간만료미반환,광주광역시 북구 본촌택지로30번길 8,기타(오피스텔),210000000,100.0,62
개인사업자,2025-06-09,기간만료미반환,경기도 안산시 상록구 반월천남길 0,다가구주택,80000000,100.0,-46
개인사업자,2024-04-26,기간만료미반환,충청북도 충주시 매현새터2길 17,기타(오피스텔),94500000,100.0,72
개인사업자,2025-01-29,기간만료미반환,서울특별시 강서구 공항대로51길 17,기타(오피스텔),168000000,100.0,60
개인사업자,2024-03-09,기간만료미반환,경기도 수원시 권선구 금곡로31번길 0,기타(오피스텔),80000000,100.0,1
개인사업자,2024-05-08,기간만료미반환,서울특별시 관악구 관악로24가길 10,기타(오피스텔),160000000,100.0,62
개인사업자,2024-02-13,기간만료미반환,서울특별시 관악구 장군봉13길 15,다세대주택,60000000,100.0,62
개인사업자,2024-09-24,기간만료미반환,서울특별시 금천구 독산로11길 3,기타(오피스텔),136500000,100.0,105
개인사업자,2025-08-18,기간만료미반환,전라남도 광양시 초남2공단길 7,다세대주택,132000000,100.0,62
개인사업자,2025-12-31,기간만료미반환,광주광역시 북구 설죽로279번길 17,다세대주택,70000000,100.0,-3
개인사업자,2024-08-07,기간만료미반환,경상남도 거제시 가배3길 45,기타(오피스텔),10000000,100.0,25
개인사업자,2024-12-15,기간만료미반환,경상북도 안동시 못골안길 29,다세대주택,135000000,100.0,9
개인사업자,2024-10-18,기간만료미반환,부산광역시 연제구 토곡남로20번가길 21,다세대주택,45000000,100.0,82
개인사업자,2025-04-06,기간만료미반환,충청북도 충주시 상방11길 11,아파트,74000000,100.0,63
개인사업자,2025-04-19,기간만료미반환,경기도 수원시 영통구 영통로331번길 0,기타(오피스텔),94000000,100.0,44
개인사업자,2024-09-19,기간만료미반환,부산광역시 남구 동명로131번길 5,기타(오피스텔),155000000,100.0,13
개인사업자,2026-02-27,기간만료미반환,서울특별시 강서구 까치산로18길 25,기타(오피스텔),120000000,100.0,24
개인사업자,2024-03-28,기간만료미반환,서울특별시 금천구 독산로94길 39,다세대주택,80000000,100.0,62
개인사업자,2024-07-26,기간만료미반환,서울특별시 강서구 금낭화로6길 1,다가구주택,130000000,100.0,195
개인사업자,2025-04-14,기간만료미반환,부산광역시 강서구 공항로767번가길 20,기타(오피스텔),80000000,100.0,-10
개인사업자,2025-08-16,기간만료미반환,부산광역시 부산진구 새싹로14번길 27,다가구주택,50000000,100.0,62
개인사업자,2023-11-08,기간만료미반환,부산광역시 사상구 학감대로267번길 14,기타(오피스텔),70000000,100.0,2
개인사업자,2025-05-02,기간만료미반환,광주광역시 동구 밤실로90번길 15,기타(오피스텔),65000000,100.0,-13
개인사업자,2025-04-04,기간만료미반환,서울특별시 강서구 수명로1길 84,아파트,185000000,100.0,34
개인사업자,2024-05-13,기간만료미반환,부산광역시 수영구 감포로48번길 19,기타(오피스텔),264600000,100.0,-1
개인사업자,2025-12-31,기간만료미반환,경기도 수원시 팔달구 동말로48번길 0,기타(오피스텔),80000000,100.0,60
개인사업자,2025-09-04,기간만료미반환,경기도 연천군 청정로2415번길 37,다세대주택,130000000,100.0,62
개인사업자,2025-07-27,기간만료미반환,서울특별시 강서구 마곡중앙로 36,기타(오피스텔),100000000,100.0,3
개인사업자,2024-04-17,기간만료미반환,서울특별시 은평구 응암로12길 1,기타(오피스텔),80000000,100.0,-61
개인사업자,2025-09-08,기간만료미반환,서울특별시 강서구 금낭화로15길 23,기타(오피스텔),90000000,100.0,62
개인사업자,2024-08-05,기간만료미반환,서울특별시 관악구 쑥고개로24길 7,다세대주택,88200000,100.0,62
개인사업자,2024-11-25,기간만료미반환,충청남도 서천군 종판로727번길 41,아파트,191000000,100.0,-3
개인사업자,2025-03-09,기간만료미반환,광주광역시 광산구 첨단강변로 89,기타(오피스텔),70000000,100.0,93
개인사업자,2025-09-25,기간만료미반환,충청북도 충주시 무학5길 5,다세대주택,70000000,100.0,-3
개인사업자,2024-03-14,기간만료미반환,서울특별시 구로구 구로중앙로19길 19,다세대주택,80000000,100.0,63
개인사업자,2024-04-28,기간만료미반환,,다세대주택,60000000,100.0,61
개인사업자,2025-12-29,기간만료미반환,경상남도 거제시 한내3길 36,다세대주택,150000000,100.0,6
개인사업자,2025-01-26,기간만료미반환,서울특별시 양천구 목동중앙남로4길 11,기타(오피스텔),120000000,100.0,60
개인사업자,2024-05-18,기간만료미반환,부산광역시 수영구 연수로324번길 90,기타(오피스텔),90000000,100.0,60
개인사업자,2025-05-23,기간만료미반환,서울특별시 관악구 승방2길 39,다세대주택,100000000,100.0,65
개인사업자,2025-10-21,기간만료미반환,충청북도 충주시 도선동길 32,기타(오피스텔),116000000,100.0,-11
개인사업자,2024-05-24,기간만료미반환,서울특별시 강서구 월정로 118,다세대주택,115500000,100.0,60
개인사업자,2024-02-21,기간만료미반환,전라남도 광양시 기두1길 4,다세대주택,30000000,100.0,-6
개인사업자,2025-06-20,기간만료미반환,,다세대주택,84000000,100.0,-66
개인사업자,2025-10-29,기간만료미반환,충청남도 예산군 이티길 526,기타(오피스텔),60000000,100.0,-5
개인사업자,2025-04-05,기간만료미반환,부산광역시 수영구 남천서로20번길 4,기타(오피스텔),70000000,100.0,66
개인사업자,2024-08-09,기간만료미반환,전라남도 무안군 솔치길 104,다세대주택,110000000,100.0,27
개인사업자,2025-04-04,기간만료미반환,전라남도 순천시 백동길 56,아파트,70000000,100.0,30
개인사업자,2025-12-19,기간만료미반환,서울특별시 강서구 강서로52길 13,기타(오피스텔),135000000,100.0,6
개인사업자,2024-12-20,기간만료미반환,,다세대주택,70000000,100.0,95
개인사업자,2024-08-10,기간만료미반환,서울특별시 강서구 등촌로3가길 7,기타(오피스텔),120000000,100.0,30
개인사업자,2024-04-28,기간만료미반환,서울특별시 강서구 초원로12길 51,다세대주택,99220000,100.0,61
개인사업자,2025-09-27,기간만료미반환,부산광역시 남구 수영로39번나길 6,기타(오피스텔),60000000,100.0,60
개인사업자,2024-10-22,기간만료미반환,충청북도 충주시 교동14길 13,다세대주택,147000000,100.0,62
개인사업자,2025-08-04,공사인정사유,전라남도 영광군 입덕길 126,기타(오피스텔),60000000,100.0,62
개인사업자,2025-04-14,기간만료미반환,경기도 수원시 팔달구 세지로283번길 0,기타(오피스텔),105000000,100.0,60
개인사업자,2026-02-17,기간만료미반환,서울특별시 강서구 공항대로58길 21,다세대주택,180000000,100.0,62
개인사업자,2024-09-08,기간만료미반환,대전광역시 서구 신갈마로155번길 7,다세대주택,150000000,100.0,65
개인사업자,2025-08-07,기간만료미반환,전라남도 장성군 동발길 21,다가구주택,113000000,100.0,64
개인사업자,2023-11-25,기간만료미반환,경상북도 영천시 고지길 12,다가구주택,90000000,100.0,-66
개인사업자,2024-02-12,기간만료미반환,부산광역시 수영구 구락로10번길 5,아파트,126000000,100.0,-55
개인사업자,2024-02-18,경공매미반환,대구광역시 달성군 논공중앙로22길 3,다세대주택,100000000,100.0,-70
개인사업자,2024-11-09,기간만료미반환,경기도 군포시 용호1로60번길 4,다세대주택,150000000,100.0,3
개인사업자,2023-12-09,기간만료미반환,경상북도 영천시 대천2길 9,아파트,241500000,100.0,9
개인사업자,2025-03-22,기간만료미반환,서울특별시 은평구 갈현로39가길 11,기타(오피스텔),152250000,100.0,74
개인사업자,2024-09-02,기간만료미반환,경상남도 거제시 옥포로16길 3,다세대주택,208000000,100.0,47
개인사업자,2024-05-18,기간만료미반환,충청북도 충주시 가래울길 25,아파트,120000000,100.0,62
개인사업자,2024-09-15,공사인정사유,,기타(오피스텔),143000000,100.0,62
개인사업자,2026-05-16,기간만료미반환,경기도 오산시 궐동로69번길 112,다세대주택,90000000,100.0,63
개인사업자,2026-02-13,기간만료미반환,부산광역시 사상구 사상로269번길 17,다세대주택,120000000,100.0,-73
