상품명,경/공매신청일자,신청청구금액,채권구분,발생일자,발생금액,발생금액대비 총회수금액(%),신청일자대비 배당 소요일
전세보증금반환보증,2024-01-16,160000000,구상채권(신상품),2023-11-27,185000000,68.41,547
전세보증금반환보증,2023-12-26,171554918,구상채권(신상품),2023-06-07,145000000,65.29,516
전세보증금반환보증,2023-12-20,282108179,구상채권(신상품),2023-06-09,295000000,68.37,635
전세보증금반환보증,2024-04-01,200000000,구상채권(신상품),2023-07-24,220000000,51.8,506
전세보증금반환보증,2024-08-31,144000000,구상채권(신상품),2023-08-28,162000000,69.2,521
전세보증금반환보증,2023-03-31,181947540,구상채권(신상품),2023-08-31,129000000,57.46,443
전세보증금반환보증,2024-10-11,282260463,구상채권(신상품),2023-04-06,202000000,71.0,333
전세보증금반환보증,2024-06-21,175759884,구상채권(신상품),2023-02-16,177000000,45.38,538
전세보증금반환보증,2024-11-19,215000000,구상채권(신상품),2023-08-01,200000000,64.77,686
전세보증금반환보증,2025-02-18,140000000,구상채권(신상품),2023-03-31,210000000,66.7,365
전세보증금반환보증,2024-08-06,193000000,구상채권(신상품),2023-08-24,199000000,62.92,372
전세보증금반환보증,2024-12-11,202000000,구상채권(신상품),2023-08-31,225000000,69.17,428
전세보증금반환보증,2024-10-15,308142713,구상채권(신상품),2024-02-26,235000000,49.57,491
전세보증금반환보증,2024-09-24,160000000,구상채권(신상품),2023-12-08,139000000,66.98,405
전세보증금반환보증,2024-01-17,240000000,구상채권(신상품),2023-09-05,217000000,62.35,540
전세보증금반환보증,2025-02-24,131000000,구상채권(신상품),2023-12-29,162000000,66.75,461
전세보증금반환보증,2024-02-23,248800000,구상채권(신상품),2024-03-05,370000000,63.67,434
전세보증금반환보증,2023-12-04,230000000,구상채권(신상품),2022-06-02,237000000,68.89,626
전세보증금반환보증,2025-09-29,299970000,구상채권(신상품),2024-12-03,216000000,73.17,370
전세보증금반환보증,2024-05-17,137084269,구상채권(신상품),2023-09-12,204000000,55.98,453
전세보증금반환보증,2025-05-08,239000000,구상채권(신상품),2025-05-02,250000000,71.58,509
전세보증금반환보증,2024-11-18,187000000,구상채권(신상품),2023-11-22,228000000,71.63,359
전세보증금반환보증,2024-08-02,187000000,구상채권(신상품),2023-08-24,200000000,48.53,558
전세보증금반환보증,2024-11-18,250393331,구상채권(신상품),2023-12-05,280000000,50.63,520
전세보증금반환보증,2024-07-25,84000000,구상채권(신상품),2023-09-11,65000000,49.08,398
전세보증금반환보증,2023-12-28,85771610,구상채권(신상품),2023-07-21,120000000,64.17,526
전세보증금반환보증,2024-04-30,292931814,구상채권(신상품),2024-08-14,310000000,63.88,400
전세보증금반환보증,2024-01-17,150644003,구상채권(신상품),2023-10-16,250000000,56.19,466
전세보증금반환보증,2024-10-24,88000000,구상채권(신상품),2024-09-19,175000000,51.18,457
전세보증금반환보증,2024-08-08,152211910,구상채권(신상품),2023-08-17,120000000,82.02,403
전세보증금반환보증,2023-11-13,235000000,구상채권(신상품),2023-12-15,143000000,70.95,573
전세보증금반환보증,2024-05-24,120000000,구상채권(신상품),2023-08-29,150000000,61.21,384
전세보증금반환보증,2024-12-18,173250000,구상채권(신상품),2023-12-20,155000000,83.81,431
전세보증금반환보증,2025-06-24,168913422,구상채권(신상품),2024-01-23,175000000,70.47,345
전세보증금반환보증,2023-12-20,290000000,구상채권(신상품),2023-01-05,169000000,59.98,497
전세보증금반환보증,2024-01-24,165482209,구상채권(신상품),2024-03-21,240000000,58.58,318
전세보증금반환보증,2024-06-10,119472124,구상채권(신상품),2023-07-14,150000000,84.56,589
전세보증금반환보증,2023-07-12,176311509,구상채권(신상품),2023-07-05,155000000,36.23,641
전세보증금반환보증,2023-12-18,0,구상채권(신상품),2022-12-23,60000000,58.42,468
전세보증금반환보증,2024-06-12,145000000,구상채권(신상품),2023-05-30,86000000,72.92,439
전세보증금반환보증,2023-07-11,100000000,구상채권(신상품),2022-10-06,219000000,72.14,366
전세보증금반환보증,2024-11-20,120000000,구상채권(신상품),2023-10-31,135000000,43.53,420
전세보증금반환보증,2024-04-04,221912167,구상채권(신상품),2024-04-18,229000000,65.66,420
전세보증금반환보증,2024-11-26,218560844,구상채권(신상품),2024-04-12,195000000,75.06,421
전세보증금반환보증,2024-03-04,66000000,구상채권(신상품),2023-12-22,77000000,63.44,572
전세보증금반환보증,2024-02-22,267906848,구상채권(신상품),2023-09-26,215000000,51.17,692
전세보증금반환보증,2023-04-04,155000000,구상채권(신상품),2023-11-15,215000000,72.51,723
전세보증금반환보증,2023-12-11,187014773,구상채권(신상품),2023-01-20,120000000,74.09,589
전세보증금반환보증,2024-11-22,200000000,구상채권(신상품),2024-04-23,180000000,61.17,389
전세보증금반환보증,2024-12-09,170000000,구상채권(신상품),2024-04-29,259000000,74.62,464
전세보증금반환보증,2025-05-02,290000000,구상채권(신상품),2024-05-31,223000000,55.02,484
전세보증금반환보증,2024-07-24,168020937,구상채권(신상품),2023-04-11,140000000,68.4,483
전세보증금반환보증,2025-05-01,0,구상채권(신상품),2023-10-17,85000000,53.83,420
전세보증금반환보증,2024-09-05,181832453,구상채권(신상품),2024-03-19,174000000,34.81,399
전세보증금반환보증,2024-03-14,165000000,구상채권(신상품),2023-11-06,155000000,54.23,364
전세보증금반환보증,2024-02-22,130064277,구상채권(신상품),2023-05-26,103000000,64.24,509
전세보증금반환보증,2023-10-04,140000000,구상채권(신상품),2023-05-23,195000000,60.35,560
전세보증금반환보증,2025-06-04,240268522,구상채권(신상품),2024-05-14,305000000,64.67,393
전세보증금반환보증,2023-02-24,154641682,구상채권(신상품),2024-09-20,200000000,11.25,493
전세보증금반환보증,2025-02-06,253000000,구상채권(신상품),2023-12-04,250950000,57.17,533
전세보증금반환보증,2023-12-20,140000000,구상채권(신상품),2023-06-15,115000000,46.0,633
전세보증금반환보증,2024-11-14,77000000,구상채권(신상품),2023-10-25,95000000,69.42,480
전세보증금반환보증,2024-11-18,235000000,구상채권(신상품),2023-10-23,190000000,63.99,439
전세보증금반환보증,2025-05-30,100000000,구상채권(신상품),2023-07-28,130000000,47.09,486
전세보증금반환보증,2024-07-12,268000000,구상채권(신상품),2023-07-03,202500000,44.56,366
전세보증금반환보증,2025-01-06,210000000,구상채권(신상품),2023-08-21,156000000,61.98,563
전세보증금반환보증,2022-12-16,98071145,구상채권(신상품),2022-08-26,110000000,74.61,723
전세보증금반환보증,2024-01-04,100000000,구상채권(신상품),2023-08-30,130000000,67.5,603
전세보증금반환보증,2024-02-14,124000000,구상채권(신상품),2023-11-13,181000000,61.54,616
전세보증금반환보증,2024-11-13,154000000,구상채권(신상품),2023-02-23,137000000,69.38,527
전세보증금반환보증,2025-07-15,184000000,구상채권(신상품),2023-09-15,181000000,61.76,552
전세보증금반환보증,2024-07-09,98000000,구상채권(신상품),2024-05-17,120000000,56.47,444
전세보증금반환보증,2025-01-22,230407123,구상채권(신상품),2025-05-13,199000000,59.07,469
전세보증금반환보증,2024-11-18,356493487,구상채권(신상품),2023-12-27,290000000,46.73,286
전세보증금반환보증,2023-05-31,88122816,구상채권(신상품),2022-08-31,110000000,71.29,846
전세보증금반환보증,2024-11-18,98500000,구상채권(신상품),2023-10-17,90000000,50.82,602
전세보증금반환보증,2023-06-16,129000000,구상채권(신상품),2023-07-17,160000000,66.82,653
전세보증금반환보증,2024-03-27,244000000,구상채권(신상품),2024-01-17,115000000,70.25,454
전세보증금반환보증,2023-08-17,249000000,구상채권(신상품),2021-10-14,165000000,61.33,534
전세보증금반환보증,2023-12-19,144000000,구상채권(신상품),2023-04-14,98000000,63.54,660
전세보증금반환보증,2024-08-28,120000000,구상채권(신상품),2023-03-24,82000000,67.31,359
전세보증금반환보증,2023-06-30,186000000,구상채권(신상품),2023-11-24,250000000,54.3,629
전세보증금반환보증,2023-08-07,39388415,구상채권(신상품),2023-06-29,115000000,68.74,533
전세보증금반환보증,2024-11-28,330000000,구상채권(신상품),2024-09-06,280000000,35.42,288
전세보증금반환보증,2024-06-05,190601823,구상채권(신상품),2023-03-20,190000000,73.48,531
전세보증금반환보증,2023-06-02,327657726,구상채권(신상품),2023-07-24,393000000,66.31,697
전세보증금반환보증,2024-09-03,260054209,구상채권(신상품),2023-09-26,204000000,48.47,403
전세보증금반환보증,2022-11-28,126304419,구상채권(신상품),2023-03-15,109000000,58.72,671
전세보증금반환보증,2024-09-27,166800000,구상채권(신상품),2025-01-03,205000000,61.33,445
전세보증금반환보증,2024-05-01,200000000,구상채권(신상품),2023-05-30,294000000,35.51,305
전세보증금반환보증,2023-12-13,149688618,구상채권(신상품),2023-06-26,210000000,39.53,562
전세보증금반환보증,2024-02-28,231108558,구상채권(신상품),2022-12-23,220000000,57.57,532
전세보증금반환보증,2024-08-31,200000000,구상채권(신상품),2023-12-05,250000000,18.63,411
전세보증금반환보증,2024-11-07,208000000,구상채권(신상품),2023-08-10,178000000,60.39,429
전세보증금반환보증,2024-07-31,204000000,구상채권(신상품),2023-11-10,169000000,62.08,432
전세보증금반환보증,2023-10-06,129000000,구상채권(신상품),2021-08-27,160000000,54.04,477
전세보증금반환보증,2023-02-15,104063779,구상채권(신상품),2022-12-19,120000000,74.04,567
전세보증금반환보증,2024-05-09,131603120,구상채권(신상품),2023-05-02,73000000,53.33,590
전세보증금반환보증,2024-03-05,173232454,구상채권(신상품),2023-09-12,240000000,83.54,482
전세보증금반환보증,2024-02-20,222214227,구상채권(신상품),2023-07-21,162500000,59.68,777
전세보증금반환보증,2025-03-07,250000000,구상채권(신상품),2023-12-19,230000000,66.27,489
전세보증금반환보증,2023-03-22,180000000,구상채권(신상품),2023-05-26,100000000,68.1,608
전세보증금반환보증,2025-03-04,149000000,구상채권(신상품),2024-08-23,160000000,59.88,410
전세보증금반환보증,2024-09-03,306557496,구상채권(신상품),2023-12-29,310000000,61.75,632
전세보증금반환보증,2025-03-28,157286485,구상채권(신상품),2025-01-07,220000000,30.93,361
전세보증금반환보증,2025-02-19,240387259,구상채권(신상품),2023-07-03,200000000,66.63,370
전세보증금반환보증,2025-09-09,349000000,구상채권(신상품),2024-09-26,320000000,42.65,266
전세보증금반환보증,2023-12-15,205000000,구상채권(신상품),2023-02-27,320000000,71.13,483
전세보증금반환보증,2024-02-21,220000000,구상채권(신상품),2023-01-31,225000000,60.25,608
전세보증금반환보증,2024-01-09,347584828,구상채권(신상품),2023-12-01,240000000,56.68,525
전세보증금반환보증,2024-11-26,225000000,구상채권(신상품),2024-06-18,178500000,51.11,372
전세보증금반환보증,2024-03-12,0,구상채권(신상품),2024-04-11,99900000,55.62,451
전세보증금반환보증,2024-06-20,147000000,구상채권(신상품),2023-06-19,125000000,67.07,499
전세보증금반환보증,2024-03-20,145310218,구상채권(신상품),2024-06-20,180000000,81.05,422
전세보증금반환보증,2024-05-02,113640547,구상채권(신상품),2023-05-04,180000000,61.23,394
전세보증금반환보증,2024-11-08,171949588,구상채권(신상품),2022-04-29,243000000,60.1,380
전세보증금반환보증,2023-12-28,270000000,구상채권(신상품),2023-10-27,260000000,67.3,567
전세보증금반환보증,2024-06-21,0,구상채권(신상품),2023-07-18,75000000,72.02,523
전세보증금반환보증,2023-01-03,142000000,구상채권(신상품),2021-11-05,105000000,65.28,609
전세보증금반환보증,2024-06-18,115000000,구상채권(신상품),2023-06-08,130000000,69.14,449
전세보증금반환보증,2023-06-08,165000000,구상채권(신상품),2023-07-14,100000000,75.61,801
전세보증금반환보증,2024-11-19,250000000,구상채권(신상품),2023-01-16,250000000,70.73,304
전세보증금반환보증,2024-09-10,200000000,구상채권(신상품),2024-04-15,148000000,61.1,391
전세보증금반환보증,2024-11-28,143000000,구상채권(신상품),2023-04-05,195000000,75.46,479
전세보증금반환보증,2023-04-06,118042321,구상채권(신상품),2022-06-24,130000000,65.97,478
전세보증금반환보증,2024-04-26,245000000,구상채권(신상품),2023-05-11,183000000,31.98,388
전세보증금반환보증,2024-04-17,250000000,구상채권(신상품),2022-12-12,240000000,61.76,465
전세보증금반환보증,2024-03-24,24858493,구상채권(신상품),2024-03-26,77000000,77.91,535
전세보증금반환보증,2024-01-22,165000000,구상채권(신상품),2023-05-15,213000000,75.98,434
전세보증금반환보증,2023-09-21,144346439,구상채권(신상품),2022-12-02,100000000,37.83,496
전세보증금반환보증,2024-04-23,75400000,구상채권(신상품),2022-11-15,69000000,70.8,657
전세보증금반환보증,2023-02-03,127377534,구상채권(신상품),2022-11-10,134000000,56.88,699
전세보증금반환보증,2024-04-24,250000000,구상채권(신상품),2023-08-28,190000000,68.51,406
전세보증금반환보증,2024-09-02,205569009,구상채권(신상품),2023-11-23,230000000,46.3,589
전세보증금반환보증,2024-09-25,132318346,구상채권(신상품),2023-08-28,175000000,67.78,433
전세보증금반환보증,2024-03-26,133000000,구상채권(신상품),2023-06-09,170000000,35.56,508
전세보증금반환보증,2024-01-16,156677074,구상채권(신상품),2023-11-06,129000000,70.73,511
전세보증금반환보증,2024-08-20,223000000,구상채권(신상품),2024-07-22,110000000,60.72,546
전세보증금반환보증,2025-06-25,100000000,구상채권(신상품),2024-03-08,129000000,68.77,295
전세보증금반환보증,2024-11-16,128000000,구상채권(신상품),2023-06-09,160000000,64.09,304
전세보증금반환보증,2024-06-14,144000000,구상채권(신상품),2023-07-25,142000000,62.04,412
전세보증금반환보증,2024-08-08,123232516,구상채권(신상품),2023-09-13,110000000,62.88,533
전세보증금반환보증,2025-02-07,170000000,구상채권(신상품),2024-07-25,150000000,47.5,326
전세보증금반환보증,2024-04-23,244000000,구상채권(신상품),2024-02-14,136000000,56.57,482
전세보증금반환보증,2024-11-19,170497765,구상채권(신상품),2023-09-08,200000000,62.16,380
전세보증금반환보증,2025-01-14,150000000,구상채권(신상품),2024-01-12,138000000,62.3,367
전세보증금반환보증,2024-07-01,156638149,구상채권(신상품),2023-11-17,190000000,45.73,487
전세보증금반환보증,2024-04-16,200000000,구상채권(신상품),2023-03-31,207000000,88.52,468
전세보증금반환보증,2023-11-10,136432198,구상채권(신상품),2023-01-13,109000000,62.16,596
전세보증금반환보증,2024-09-02,140000000,구상채권(신상품),2023-12-01,140000000,63.53,292
전세보증금반환보증,2024-03-05,210000000,구상채권(신상품),2023-07-06,220000000,52.15,584
전세보증금반환보증,2024-10-15,154588951,구상채권(신상품),2023-09-22,180000000,76.33,498
전세보증금반환보증,2025-01-22,244000000,구상채권(신상품),2023-06-20,239000000,78.01,499
전세보증금반환보증,2024-07-16,170000000,구상채권(신상품),2023-12-04,195000000,75.84,520
전세보증금반환보증,2023-06-20,100000000,구상채권(신상품),2023-07-05,85000000,49.0,433
전세보증금반환보증,2024-05-17,219000000,구상채권(신상품),2023-05-08,292900000,70.08,506
전세보증금반환보증,2024-07-10,143000000,구상채권(신상품),2023-12-15,145000000,62.45,436
전세보증금반환보증,2024-02-23,379000000,구상채권(신상품),2023-01-13,260000000,66.81,563
전세보증금반환보증,2023-08-24,237380044,구상채권(신상품),2023-03-20,169000000,78.09,649
전세보증금반환보증,2024-05-22,409371085,구상채권(신상품),2022-10-31,330000000,76.33,491
전세보증금반환보증,2024-11-05,156000000,구상채권(신상품),2023-10-12,180000000,63.77,460
전세보증금반환보증,2025-07-16,180000000,구상채권(신상품),2023-08-08,170000000,61.75,317
전세보증금반환보증,2025-06-19,220000000,구상채권(신상품),2024-02-05,215000000,18.61,321
전세보증금반환보증,2025-01-16,130219510,구상채권(신상품),2023-10-06,195000000,63.0,303
전세보증금반환보증,2023-12-26,244000000,구상채권(신상품),2023-03-16,244000000,65.51,681
전세보증금반환보증,2024-06-12,177000000,구상채권(신상품),2024-02-26,150000000,42.63,461
전세보증금반환보증,2024-04-30,165000000,구상채권(신상품),2023-08-21,136000000,64.07,432
전세보증금반환보증,2024-03-20,198098526,구상채권(신상품),2023-07-26,171000000,72.89,544
전세보증금반환보증,2025-05-12,163000000,구상채권(신상품),2024-09-06,134000000,59.67,232
전세보증금반환보증,2024-03-21,298000000,구상채권(신상품),2023-10-04,237000000,67.01,470
전세보증금반환보증,2024-07-10,180000000,구상채권(신상품),2024-02-21,230000000,60.97,490
전세보증금반환보증,2024-08-23,165000000,구상채권(신상품),2023-08-08,150000000,60.93,459
전세보증금반환보증,2024-07-19,177000000,구상채권(신상품),2023-11-22,156000000,66.01,447
전세보증금반환보증,2025-04-04,300000000,구상채권(신상품),2023-07-31,229000000,52.12,460
전세보증금반환보증,2025-02-11,280000000,구상채권(신상품),2024-01-04,270000000,68.12,325
전세보증금반환보증,2024-03-28,85000000,구상채권(신상품),2023-07-05,65000000,75.39,489
전세보증금반환보증,2025-05-09,279990245,구상채권(신상품),2024-09-09,230000000,60.37,367
전세보증금반환보증,2024-09-06,259000000,구상채권(신상품),2023-08-02,175000000,69.02,518
전세보증금반환보증,2022-04-15,252000000,구상채권(신상품),2021-01-27,180000000,52.11,771
전세보증금반환보증,2024-05-30,186000000,구상채권(신상품),2023-07-31,210000000,69.29,345
전세보증금반환보증,2024-06-12,294308784,구상채권(신상품),2024-03-20,250000000,68.84,348
전세보증금반환보증,2024-03-19,162000000,구상채권(신상품),2024-03-18,177000000,69.28,469
전세보증금반환보증,2024-08-30,242795448,구상채권(신상품),2023-08-09,307000000,73.21,449
전세보증금반환보증,2024-04-24,132048999,구상채권(신상품),2023-07-28,154000000,68.42,504
전세보증금반환보증,2024-02-28,77254254,구상채권(신상품),2023-04-20,170000000,54.81,480
전세보증금반환보증,2025-04-30,125000000,구상채권(신상품),2023-12-04,220000000,13.35,391
전세보증금반환보증,2024-12-17,230000000,구상채권(신상품),2023-06-29,210000000,70.19,504
전세보증금반환보증,2025-02-27,99129606,구상채권(신상품),2023-12-15,131000000,64.74,498
전세보증금반환보증,2024-10-15,167000000,구상채권(신상품),2023-07-05,200000000,44.68,365
전세보증금반환보증,2024-07-03,193000000,구상채권(신상품),2023-12-15,235000000,35.01,435
전세보증금반환보증,2024-04-04,220000000,구상채권(신상품),2024-01-18,388500000,55.66,310
전세보증금반환보증,2023-11-08,202000000,구상채권(신상품),2022-09-30,255000000,52.92,542
전세보증금반환보증,2023-12-06,178000000,구상채권(신상품),2023-08-30,160000000,69.14,629
전세보증금반환보증,2025-01-17,255816477,구상채권(신상품),2024-12-10,209000000,73.37,371
전세보증금반환보증,2024-05-17,286392209,구상채권(신상품),2023-12-20,180000000,57.32,476
전세보증금반환보증,2024-08-12,99145223,구상채권(신상품),2024-03-18,165000000,50.33,358
전세보증금반환보증,2024-11-25,180000000,구상채권(신상품),2023-11-27,165000000,58.79,422
전세보증금반환보증,2024-10-04,185000000,구상채권(신상품),2023-04-28,138000000,63.43,418
전세보증금반환보증,2024-08-30,180000000,구상채권(신상품),2023-08-24,113000000,61.49,324
전세보증금반환보증,2024-04-08,208086995,구상채권(신상품),2023-03-27,183000000,68.68,615
전세보증금반환보증,2023-10-20,170000000,구상채권(신상품),2023-07-25,169000000,51.01,699
전세보증금반환보증,2024-11-07,188386913,구상채권(신상품),2023-06-30,270000000,56.79,393
전세보증금반환보증,2024-07-26,243000000,구상채권(신상품),2023-06-02,149000000,74.37,510
전세보증금반환보증,2024-03-20,201676932,구상채권(신상품),2023-04-26,190000000,43.08,387
전세보증금반환보증,2024-11-26,305000000,구상채권(신상품),2023-03-13,160000000,59.93,454
전세보증금반환보증,2024-09-20,193749676,구상채권(신상품),2024-02-16,175000000,54.53,417
전세보증금반환보증,2024-03-26,330000000,구상채권(신상품),2023-10-12,220000000,71.75,678
전세보증금반환보증,2024-03-20,87000000,구상채권(신상품),2023-05-31,130000000,53.16,637
전세보증금반환보증,2024-08-26,220000000,구상채권(신상품),2023-10-23,179000000,76.59,553
전세보증금반환보증,2024-08-29,128283402,구상채권(신상품),2023-08-09,140000000,61.11,426
전세보증금반환보증,2024-12-20,270000000,구상채권(신상품),2022-11-17,213000000,63.07,526
전세보증금반환보증,2023-02-21,130000000,구상채권(신상품),2023-05-31,221000000,70.23,517
전세보증금반환보증,2024-05-29,288000000,구상채권(신상품),2024-03-28,289000000,44.91,447
전세보증금반환보증,2023-01-03,229000000,구상채권(신상품),2021-10-12,171000000,71.95,610
전세보증금반환보증,2024-02-22,67045450,구상채권(신상품),2023-12-27,98000000,66.52,533
전세보증금반환보증,2024-04-19,162000000,구상채권(신상품),2023-02-03,130000000,79.56,551
전세보증금반환보증,2024-12-09,398000000,구상채권(신상품),2024-06-27,390000000,89.94,440
전세보증금반환보증,2025-09-15,72000000,구상채권(신상품),2024-06-07,102000000,70.71,260
전세보증금반환보증,2024-04-04,113000000,구상채권(신상품),2023-04-25,148500000,82.94,675
전세보증금반환보증,2024-11-25,256130312,구상채권(신상품),2023-12-12,230700000,59.0,329
전세보증금반환보증,2022-12-30,184645190,구상채권(신상품),2023-04-18,100000000,74.74,642
전세보증금반환보증,2024-08-23,344986334,구상채권(신상품),2023-04-10,210000000,63.49,440
전세보증금반환보증,2024-12-20,210297077,구상채권(신상품),2024-04-11,110000000,72.06,413
전세보증금반환보증,2024-02-22,95211150,구상채권(신상품),2023-07-24,157000000,65.09,502
전세보증금반환보증,2025-03-28,210363610,구상채권(신상품),2024-06-05,160000000,66.5,187
전세보증금반환보증,2023-11-14,190000000,구상채권(신상품),2024-05-03,229000000,51.14,519
전세보증금반환보증,2023-06-15,170000000,구상채권(신상품),2022-11-15,127000000,69.17,482
전세보증금반환보증,2024-11-28,174664931,구상채권(신상품),2023-11-03,196000000,69.89,435
전세보증금반환보증,2025-08-05,143425959,구상채권(신상품),2024-08-12,178500000,55.65,247
전세보증금반환보증,2023-03-23,178000000,구상채권(신상품),2022-07-29,165000000,62.78,607
전세보증금반환보증,2024-06-18,150000000,구상채권(신상품),2022-09-29,120000000,60.9,294
전세보증금반환보증,2024-11-18,87000000,구상채권(신상품),2024-02-19,105000000,56.08,477
전세보증금반환보증,2025-01-23,186000000,구상채권(신상품),2023-08-10,230000000,67.09,294
전세보증금반환보증,2024-11-19,225000000,구상채권(신상품),2023-12-21,225000000,65.41,607
전세보증금반환보증,2024-03-22,185000000,구상채권(신상품),2023-09-21,155000000,70.84,583
전세보증금반환보증,2025-08-18,106000000,구상채권(신상품),2025-01-17,80000000,76.54,426
전세보증금반환보증,2024-05-09,155834139,구상채권(신상품),2023-08-04,149000000,78.22,441
전세보증금반환보증,2024-09-02,280000000,구상채권(신상품),2023-10-26,230000000,70.5,500
전세보증금반환보증,2025-01-14,252100110,구상채권(신상품),2024-04-05,270000000,29.22,331
전세보증금반환보증,2025-02-17,0,구상채권(신상품),2023-11-08,60000000,88.14,425
전세보증금반환보증,2024-06-05,150000000,구상채권(신상품),2023-08-30,177000000,76.28,423
전세보증금반환보증,2025-01-22,267000000,구상채권(신상품),2023-08-22,200000000,48.98,344
전세보증금반환보증,2024-03-28,242173202,구상채권(신상품),2023-01-11,153000000,75.48,460
전세보증금반환보증,2023-11-23,248906229,구상채권(신상품),2022-05-23,113000000,54.9,601
전세보증금반환보증,2023-09-25,0,구상채권(신상품),2022-10-26,90000000,56.66,382
전세보증금반환보증,2024-01-08,207799889,구상채권(신상품),2023-02-27,267000000,70.08,385
전세보증금반환보증,2024-08-26,173167639,구상채권(신상품),2024-01-16,125000000,38.06,342
전세보증금반환보증,2024-05-31,176371940,구상채권(신상품),2023-12-12,155000000,68.41,398
전세보증금반환보증,2024-04-12,250000000,구상채권(신상품),2023-10-13,220000000,52.42,552
전세보증금반환보증,2024-04-04,393000000,구상채권(신상품),2022-11-23,305000000,76.53,444
전세보증금반환보증,2024-07-19,172000000,구상채권(신상품),2024-06-25,138000000,61.44,491
전세보증금반환보증,2024-03-18,180000000,구상채권(신상품),2023-05-04,200000000,68.48,437
전세보증금반환보증,2024-10-21,220000000,구상채권(신상품),2024-12-18,247000000,72.75,456
전세보증금반환보증,2024-02-27,137438377,구상채권(신상품),2023-03-24,120000000,57.24,588
전세보증금반환보증,2024-03-11,147000000,구상채권(신상품),2022-10-21,124000000,40.53,595
전세보증금반환보증,2025-03-24,220000000,구상채권(신상품),2022-09-22,215000000,61.47,310
전세보증금반환보증,2024-07-31,135000000,구상채권(신상품),2024-02-14,162000000,61.96,391
전세보증금반환보증,2024-11-21,120218399,구상채권(신상품),2024-09-20,68250000,68.57,520
전세보증금반환보증,2024-09-13,145000000,구상채권(신상품),2023-06-12,159000000,47.26,409
전세보증금반환보증,2025-02-14,137489068,구상채권(신상품),2025-03-31,170000000,49.07,413
전세보증금반환보증,2024-10-02,147278840,구상채권(신상품),2023-10-26,142000000,75.53,446
전세보증금반환보증,2023-07-24,285000000,구상채권(신상품),2022-09-14,243000000,62.9,456
전세보증금반환보증,2024-04-11,89000000,구상채권(신상품),2022-08-18,160000000,74.04,575
전세보증금반환보증,2023-11-15,164498341,구상채권(신상품),2023-10-06,131000000,44.37,631
전세보증금반환보증,2023-08-14,186000000,구상채권(신상품),2023-06-22,169000000,79.62,664
전세보증금반환보증,2024-12-02,190000000,구상채권(신상품),2023-06-12,190000000,61.38,414
전세보증금반환보증,2023-12-27,196648439,구상채권(신상품),2023-02-27,163000000,45.28,745
전세보증금반환보증,2023-11-20,145000000,구상채권(신상품),2023-04-17,180000000,58.43,511
전세보증금반환보증,2024-02-19,120066412,구상채권(신상품),2023-06-02,110000000,69.41,342
전세보증금반환보증,2023-07-18,99564731,구상채권(신상품),2022-12-12,65000000,69.99,494
전세보증금반환보증,2023-05-19,144058047,구상채권(신상품),2022-08-25,90000000,69.44,511
전세보증금반환보증,2024-12-09,96900000,구상채권(신상품),2024-01-18,140000000,64.78,227
전세보증금반환보증,2025-01-15,130000000,구상채권(신상품),2023-08-10,180000000,66.52,574
전세보증금반환보증,2023-12-18,76032636,구상채권(신상품),2022-10-18,105000000,74.2,518
전세보증금반환보증,2024-07-10,80103851,구상채권(신상품),2024-06-17,95000000,70.3,430
전세보증금반환보증,2023-04-24,169000000,구상채권(신상품),2023-01-26,204000000,17.06,385
전세보증금반환보증,2023-08-18,257000000,구상채권(신상품),2023-03-10,194000000,36.68,424
전세보증금반환보증,2025-06-17,209000000,구상채권(신상품),2024-05-10,215000000,39.92,585
전세보증금반환보증,2025-04-09,250000000,구상채권(신상품),2024-08-02,220000000,67.42,315
전세보증금반환보증,2023-05-22,195000000,구상채권(신상품),2022-08-11,200000000,68.86,553
전세보증금반환보증,2025-07-29,346560767,구상채권(신상품),2024-04-30,265000000,62.59,462
전세보증금반환보증,2024-08-09,237511349,구상채권(신상품),2022-09-29,255000000,60.3,465
전세보증금반환보증,2024-11-26,165906159,구상채권(신상품),2022-09-30,145000000,80.4,365
전세보증금반환보증,2024-07-29,185203643,구상채권(신상품),2023-01-16,215000000,36.03,497
전세보증금반환보증,2023-10-18,117832980,구상채권(신상품),2023-09-06,144000000,58.55,550
전세보증금반환보증,2024-10-04,488288748,구상채권(신상품),2024-01-03,480000000,50.67,448
전세보증금반환보증,2024-04-25,258346495,구상채권(신상품),2023-04-05,127000000,64.82,308
전세보증금반환보증,2024-12-18,220000000,구상채권(신상품),2023-05-08,180000000,48.01,527
전세보증금반환보증,2025-04-11,219000000,구상채권(신상품),2025-01-14,205000000,70.26,453
전세보증금반환보증,2023-08-24,179698013,구상채권(신상품),2023-05-19,168000000,74.36,595
전세보증금반환보증,2024-04-05,221876871,구상채권(신상품),2023-07-21,256500000,70.15,463
전세보증금반환보증,2024-02-23,90000000,구상채권(신상품),2022-12-14,114000000,46.47,510
전세보증금반환보증,2024-05-31,306000000,구상채권(신상품),2023-02-20,215000000,75.97,605
전세보증금반환보증,2024-09-10,145000000,구상채권(신상품),2024-01-18,217000000,62.28,419
전세보증금반환보증,2024-12-05,134358526,구상채권(신상품),2023-07-14,97000000,68.04,503
전세보증금반환보증,2024-04-04,103900000,구상채권(신상품),2023-10-19,87000000,73.31,562
