case_id,source_group,region_sido,region_sigungu,deposit_range,contract_status,housing_type,senior_rights,guarantee_raw,dispute_type,progress_stage,situation_summary_safe,special_notes_safe,guarantee_product_type,search_text,source_type
CASE-0702,G08,대전,동구,1억~2억,계약중(종료예정),다가구주택,미상,미상,경매·공매,상담·검토,법원에서 집이 경매에 넘어간다고 안내문이 왔는데 저는 22년 2월 10일에 계약하였고 2년 계약후 집주인과 통화후 묵시적갱신을 한 상태 입니다. 지금 상황에서 주택임차권을 거는게 더 유리할까요? 또 변호사를 선임한다면 어느 시기에 선임해야 하나요? 배당요구 종기일이 8월 25일 입니다,1. 다가구 14가구 중 7번째 임차인,unknown,보증상품 보증상품 미확인 | 주택유형 다가구주택 | 보증금구간 1억~2억 | 계약상태 계약중(종료예정) | 선순위권리 미상 | 반환보증 미상 | 분쟁유형 경매·공매 | 진행단계 상담·검토 | 상황 법원에서 집이 경매에 넘어간다고 안내문이 왔는데 저는 22년 2월 10일에 계약하였고 2년 계약후 집주인과 통화후 묵시적갱신을 한 상태 입니다. 지금 상황에서 주택임차권을 거는게 더 유리할까요? 또 변호사를 선임한다면 어느 시기에 선임해야 하나요? 배당요구 종기일이 8월 25일 입니다 | 특이사항 1. 다가구 14가구 중 7번째 임차인,provided_synthetic_consultations
CASE-0703,G08,광주,미상,2억~3억,계약종료,다세대주택,미상,미상,보증금미반환,임차권등기,22년 4월 계약하고 24년 4월만기였으나 집주인이 보증금을 돌려주지않아 임차권등기를 년 3월 이사를 했습니다. 그 후 집주인에게 이자가 청구될것이라 고지하였고 답은 듣지못하였습니다. 그후 오늘(25년 6월10일) 갑자기 등기우편으로 집주인이 개인회생을 신청했다는 문서를 받게되어 대응하려고합니다. 정확한 대응절차를 잘 몰라 신청드립니다.,1. 깡통다세대,unknown,보증상품 보증상품 미확인 | 주택유형 다세대주택 | 보증금구간 2억~3억 | 계약상태 계약종료 | 선순위권리 미상 | 반환보증 미상 | 분쟁유형 보증금미반환 | 진행단계 임차권등기 | 상황 22년 4월 계약하고 24년 4월만기였으나 집주인이 보증금을 돌려주지않아 임차권등기를 년 3월 이사를 했습니다. 그 후 집주인에게 이자가 청구될것이라 고지하였고 답은 듣지못하였습니다. 그후 오늘(25년 6월10일) 갑자기 등기우편으로 집주인이 개인회생을 신청했다는 문서를 받게되어 대응하려고합니다. 정확한 대응절차를 잘 몰라 신청드립니다. | 특이사항 1. 깡통다세대,provided_synthetic_consultations
CASE-0704,G08,서울,서대문구,1억~2억,계약중(종료예정),미상,미상,가입,묵시적갱신분쟁,임차권등기,"묵시적 계약 연장 건을 중도 해지하고자, 내용증명으로 계약해지통지를 보내고, 임차권등기를 설정 중에 있는데, 총 보증금 1억원 중 임대인이 200만원을 상환해 9800만원이 잔여 보증금으로 남아있습니다. 이때 내용증명에는 보증금을 1억원으로 기입하였고, 임차권등기에는 최초 1억원으로 기입하였으니 보정명령을 통해 9800만원으로 정정하게 되었는데, 추후에 hug를 통해 보증보험이행청구를 진행하게 된다고 하면 금액이 상이해서 hug에서 지원을 못받는 등 문제가 발생할 여지가 있을까요?",,unknown,"보증상품 보증상품 미확인 | 주택유형 미상 | 보증금구간 1억~2억 | 계약상태 계약중(종료예정) | 선순위권리 미상 | 반환보증 가입 | 분쟁유형 묵시적갱신분쟁 | 진행단계 임차권등기 | 상황 묵시적 계약 연장 건을 중도 해지하고자, 내용증명으로 계약해지통지를 보내고, 임차권등기를 설정 중에 있는데, 총 보증금 1억원 중 임대인이 200만원을 상환해 9800만원이 잔여 보증금으로 남아있습니다. 이때 내용증명에는 보증금을 1억원으로 기입하였고, 임차권등기에는 최초 1억원으로 기입하였으니 보정명령을 통해 9800만원으로 정정하게 되었는데, 추후에 hug를 통해 보증보험이행청구를 진행하게 된다고 하면 금액이 상이해서 hug에서 지원을 못받는 등 문제가 발생할 여지가 있을까요?",provided_synthetic_consultations
CASE-0705,G08,미상,미상,2억~3억,계약중(종료예정),미상,미상,미상,보증금미반환,상담·검토,"4년째 거주중입니다. 2년전 계약 만료 두달 전 보증금을 조정해주면 재계약을 하겠다고 얘기했고 집주인은 당장 줄 돈이 없으니 일단 관리비(8만원)을 내지 말고 있으면 돈이 구해지는대로 (2천만원) 주겠다고 한 후 갑자기 직장일로 지방으로 옮겨야 하는 상황이 발생하여 재계약을 취소하겠다고 하였으나 구두계약도 법적 효력이 있다며 년 더 거주중입니다. 또 다시 계약만료 6개월 전에 만료일인 8월 17일에 맞춰 이사를 진행하겠다고 메세지를 보냈고, 그날까지 보증금을 반환을 약속한다는 답변과 전화 녹음 파일도 있습니다. 2개월쯤 남겨둔 시점에서 다시 메세지를 보내 만료일에 이사 의사를 밝혔더니 당장 죽어도 돈도 없고 경제가 엉망이라 세입자가 없으면 본인들도 방법이 없으니 법적으로 알아서 하라고 합니다. 최선을 다하고 있으나 세입자가 없으면 만기일에 돈을 빼줄수 없다는 얘기만 반복합니다. 제 날짜에 맞춰 이사가고 싶습니다. 도와주세요",,unknown,"보증상품 보증상품 미확인 | 주택유형 미상 | 보증금구간 2억~3억 | 계약상태 계약중(종료예정) | 선순위권리 미상 | 반환보증 미상 | 분쟁유형 보증금미반환 | 진행단계 상담·검토 | 상황 4년째 거주중입니다. 2년전 계약 만료 두달 전 보증금을 조정해주면 재계약을 하겠다고 얘기했고 집주인은 당장 줄 돈이 없으니 일단 관리비(8만원)을 내지 말고 있으면 돈이 구해지는대로 (2천만원) 주겠다고 한 후 갑자기 직장일로 지방으로 옮겨야 하는 상황이 발생하여 재계약을 취소하겠다고 하였으나 구두계약도 법적 효력이 있다며 년 더 거주중입니다. 또 다시 계약만료 6개월 전에 만료일인 8월 17일에 맞춰 이사를 진행하겠다고 메세지를 보냈고, 그날까지 보증금을 반환을 약속한다는 답변과 전화 녹음 파일도 있습니다. 2개월쯤 남겨둔 시점에서 다시 메세지를 보내 만료일에 이사 의사를 밝혔더니 당장 죽어도 돈도 없고 경제가 엉망이라 세입자가 없으면 본인들도 방법이 없으니 법적으로 알아서 하라고 합니다. 최선을 다하고 있으나 세입자가 없으면 만기일에 돈을 빼줄수 없다는 얘기만 반복합니다. 제 날짜에 맞춰 이사가고 싶습니다. 도와주세요",provided_synthetic_consultations
CASE-0706,G08,충남,서산시,1억~2억,계약중(종료예정),다세대주택,선순위존재,미가입,기타·일반문의,상담·검토,계약기간 26년 4월 26일까지입니다 어제 갑자기 티비가 안나와서 확인해보니 집주인이 사용료 미납으로 정지되었습니다 집주인은 전화를 안받고 공인중개사도 딱히 다른 연락처를 알고 있지 않는다고 합니다 전세보증보험 가입안되어 전세권 설정 선순위로 설정되어 있습니다 다른 호수 거주자들에게 확인해보니 집주인 연락이 닿지않고 관리도 안해주고 있어 관리비를 내지않고 있었습니다 한 집은 올해 1월 퇴거 예정이었으나 집주인 연락두절로 못나가고 있다고 합니다 제가사는 호수 앞으로 가압류 6천만원이 후순위로 설정되어 있습니다 안전하게 탈출하고 싶은데 제가 취할수 있는 방법을 알고 싶습니다,1. 다세대주택 / 깡통주택,jeonse_return,보증상품 전세보증금반환보증 | 주택유형 다세대주택 | 보증금구간 1억~2억 | 계약상태 계약중(종료예정) | 선순위권리 선순위존재 | 반환보증 미가입 | 분쟁유형 기타·일반문의 | 진행단계 상담·검토 | 상황 계약기간 26년 4월 26일까지입니다 어제 갑자기 티비가 안나와서 확인해보니 집주인이 사용료 미납으로 정지되었습니다 집주인은 전화를 안받고 공인중개사도 딱히 다른 연락처를 알고 있지 않는다고 합니다 전세보증보험 가입안되어 전세권 설정 선순위로 설정되어 있습니다 다른 호수 거주자들에게 확인해보니 집주인 연락이 닿지않고 관리도 안해주고 있어 관리비를 내지않고 있었습니다 한 집은 올해 1월 퇴거 예정이었으나 집주인 연락두절로 못나가고 있다고 합니다 제가사는 호수 앞으로 가압류 6천만원이 후순위로 설정되어 있습니다 안전하게 탈출하고 싶은데 제가 취할수 있는 방법을 알고 싶습니다 | 특이사항 1. 다세대주택 / 깡통주택,provided_synthetic_consultations
CASE-0707,G08,경기,이천시,1억~2억,계약종료,미상,압류·가압류,가입,전세사기,판결·집행,저희 아버지가 전세사기 당해서 대출 연체중 입니다. 지금 상황은 HUG 에서도 피해자 결정이 안 났다고 거절 당했습니다. 그래서 대출 연체중이고요. 그러면 연체기록이 남는데 (개인회생 생각중) 은행에서 채권추심 문자 받았습니다. 1.청약통장이나 월급 이런것도 다 압류되나요? 2.피해자 결정 안나면 연체정보등록유예 신청이나 대위변제 신청이 안되나요? 법무사 쪽에서는 고소한 상태인데도 잘 되고 있는지 모르겠어요.,,unknown,보증상품 보증상품 미확인 | 주택유형 미상 | 보증금구간 1억~2억 | 계약상태 계약종료 | 선순위권리 압류·가압류 | 반환보증 가입 | 분쟁유형 전세사기 | 진행단계 판결·집행 | 상황 저희 아버지가 전세사기 당해서 대출 연체중 입니다. 지금 상황은 HUG 에서도 피해자 결정이 안 났다고 거절 당했습니다. 그래서 대출 연체중이고요. 그러면 연체기록이 남는데 (개인회생 생각중) 은행에서 채권추심 문자 받았습니다. 1.청약통장이나 월급 이런것도 다 압류되나요? 2.피해자 결정 안나면 연체정보등록유예 신청이나 대위변제 신청이 안되나요? 법무사 쪽에서는 고소한 상태인데도 잘 되고 있는지 모르겠어요.,provided_synthetic_consultations
CASE-0708,G08,미상,미상,1억~2억,계약중(종료예정),미상,미상,미상,보증금미반환,상담·검토,현재 보증금 일 억원의 전세입니다. 계약은 올해 12 월까지이었으나 중도 해지를 원하는 상황입니다. 새로운 임차인을 제가 구했고 가계약까지 마친 상황이지만 새로운 임차인이 잔금을 치르지 않아 계약이 성사 되지 않을 경우 제가 보증금을 돌려 받을 수 있는지 궁금합니다.잔금을 치르기로 한 날은 7월 3일 일입니다.전세 보증 보험은 가입 되어 있습니다.,* 임차인이 잔금내고 잘 해결되었다고 함,unknown,보증상품 보증상품 미확인 | 주택유형 미상 | 보증금구간 1억~2억 | 계약상태 계약중(종료예정) | 선순위권리 미상 | 반환보증 미상 | 분쟁유형 보증금미반환 | 진행단계 상담·검토 | 상황 현재 보증금 일 억원의 전세입니다. 계약은 올해 12 월까지이었으나 중도 해지를 원하는 상황입니다. 새로운 임차인을 제가 구했고 가계약까지 마친 상황이지만 새로운 임차인이 잔금을 치르지 않아 계약이 성사 되지 않을 경우 제가 보증금을 돌려 받을 수 있는지 궁금합니다.잔금을 치르기로 한 날은 7월 3일 일입니다.전세 보증 보험은 가입 되어 있습니다. | 특이사항 * 임차인이 잔금내고 잘 해결되었다고 함,provided_synthetic_consultations
CASE-0709,G08,서울,미상,3억 이상,계약중(종료예정),미상,압류·가압류,가입,묵시적갱신분쟁,내용증명·공시송달,작년에 임대인 연락두절이 됐고 등기상 압류가 생겨서 임대인에게 중도퇴실합의와 보증금 반환에 대한 내용증명을 2회 보냈습니다. 그런데 공시송달을 하려고 보니 내용증명의 내용이 묵시적 갱심 임대차계약해지 통보에 적합한지가 궁금합니다. 보냇던 내용증명 사진 첨부 할테니 내용이 적합할지 확인이 가능할까요? 해당 내용증명으로 공시송달을 해도될지 내용을 수정해서 다시 내용증명을 보내고 공시송달을 해야할지,1. 보증보험가입,unknown,보증상품 보증상품 미확인 | 주택유형 미상 | 보증금구간 3억 이상 | 계약상태 계약중(종료예정) | 선순위권리 압류·가압류 | 반환보증 가입 | 분쟁유형 묵시적갱신분쟁 | 진행단계 내용증명·공시송달 | 상황 작년에 임대인 연락두절이 됐고 등기상 압류가 생겨서 임대인에게 중도퇴실합의와 보증금 반환에 대한 내용증명을 2회 보냈습니다. 그런데 공시송달을 하려고 보니 내용증명의 내용이 묵시적 갱심 임대차계약해지 통보에 적합한지가 궁금합니다. 보냇던 내용증명 사진 첨부 할테니 내용이 적합할지 확인이 가능할까요? 해당 내용증명으로 공시송달을 해도될지 내용을 수정해서 다시 내용증명을 보내고 공시송달을 해야할지 | 특이사항 1. 보증보험가입,provided_synthetic_consultations
CASE-0710,G08,미상,미상,3억 이상,계약중(종료예정),미상,미상,가입,기타·일반문의,상담·검토,"제가 최근 2월에 전세 재계약을 했는데 개인적인 사정으로 이사를 해야해서 6월2일 집주인에게 말씀 드렸습니다. 집주인분은 알겠다 하시고 제가 중개수수료를 부담해야한다고 말씀하셨습니다. 그 부분은 특약으로 적혀있어 알고있다고 말씀드리니 그럼 저보고 부동산에 집을 대신 올려달라고 하셨습니다. 6월10일 제가 부동산에 집을 올렸고 그 날 바로 다음 세입자분이 계약을 하셨습니다. 부동산에서 계약 되었다는 연락을 받고 1시간도 안돼서 집주인에게 연락이 와서 중개수수료+보증보험비용 반반요구+교통비 20만원을 요구하셨습니다. 보증보험은 집주인이 보증보험 비용을 다 낼테니 부분보증보험을 가입한 상태였고 15만얼마가 나왔는데 만기 전 계약해지이니 반반 내는 걸 요구하셨고, 집주인이 지방 분이시라 서울로 와야하니 교통비 20만원을 달라고 하셨습니다. (집주인 주소로 KTX를 타면 왕복 5만원, 네비게이션 어플로 기름값과 톨비를 계산하면 왕복 10만원이 나오지 않습니다) 제가 이사가야 할 것 같다고 말씀드리고 계약될 때까지 수수료 외엔 다른 요구를 하시지 않다가 계약이 완료 되자마자 이런 요구를 하신건데 제가 계약 만료 전 퇴실이기 때문에 돌려드릴 수밖에 없는 건가 궁금해 댓글 남깁니다. (모든 통화내용과 문자는 있습니다)",,unknown,"보증상품 보증상품 미확인 | 주택유형 미상 | 보증금구간 3억 이상 | 계약상태 계약중(종료예정) | 선순위권리 미상 | 반환보증 가입 | 분쟁유형 기타·일반문의 | 진행단계 상담·검토 | 상황 제가 최근 2월에 전세 재계약을 했는데 개인적인 사정으로 이사를 해야해서 6월2일 집주인에게 말씀 드렸습니다. 집주인분은 알겠다 하시고 제가 중개수수료를 부담해야한다고 말씀하셨습니다. 그 부분은 특약으로 적혀있어 알고있다고 말씀드리니 그럼 저보고 부동산에 집을 대신 올려달라고 하셨습니다. 6월10일 제가 부동산에 집을 올렸고 그 날 바로 다음 세입자분이 계약을 하셨습니다. 부동산에서 계약 되었다는 연락을 받고 1시간도 안돼서 집주인에게 연락이 와서 중개수수료+보증보험비용 반반요구+교통비 20만원을 요구하셨습니다. 보증보험은 집주인이 보증보험 비용을 다 낼테니 부분보증보험을 가입한 상태였고 15만얼마가 나왔는데 만기 전 계약해지이니 반반 내는 걸 요구하셨고, 집주인이 지방 분이시라 서울로 와야하니 교통비 20만원을 달라고 하셨습니다. (집주인 주소로 KTX를 타면 왕복 5만원, 네비게이션 어플로 기름값과 톨비를 계산하면 왕복 10만원이 나오지 않습니다) 제가 이사가야 할 것 같다고 말씀드리고 계약될 때까지 수수료 외엔 다른 요구를 하시지 않다가 계약이 완료 되자마자 이런 요구를 하신건데 제가 계약 만료 전 퇴실이기 때문에 돌려드릴 수밖에 없는 건가 궁금해 댓글 남깁니다. (모든 통화내용과 문자는 있습니다)",provided_synthetic_consultations
CASE-0711,G08,경남,양산시,1억~2억,계약중(종료예정),오피스텔,미상,미상,경매·공매,임차권등기,현재 거주중인 계약기간이 25년7월19일까지 입니다 오피스텔 계약한 집이 공매가 진행되엇다가 취소가 되엇습니다 대출 빌린 은행에서 곧 만기가 다가오니 연장을 하기위해 임차권등기 접수증이 필요하다고 합니다 법원에 연락을해보니 임차권등기명령신청은 계약 기간 끝나고 하루뒤에 할수잇다고 하는데 대출연장을위해 임차권등기를 미리 신청할수는 없는건가요?,,unknown,보증상품 보증상품 미확인 | 주택유형 오피스텔 | 보증금구간 1억~2억 | 계약상태 계약중(종료예정) | 선순위권리 미상 | 반환보증 미상 | 분쟁유형 경매·공매 | 진행단계 임차권등기 | 상황 현재 거주중인 계약기간이 25년7월19일까지 입니다 오피스텔 계약한 집이 공매가 진행되엇다가 취소가 되엇습니다 대출 빌린 은행에서 곧 만기가 다가오니 연장을 하기위해 임차권등기 접수증이 필요하다고 합니다 법원에 연락을해보니 임차권등기명령신청은 계약 기간 끝나고 하루뒤에 할수잇다고 하는데 대출연장을위해 임차권등기를 미리 신청할수는 없는건가요?,provided_synthetic_consultations
CASE-0712,G08,서울,강서구,1억~2억,계약중(종료예정),미상,미상,가입,기타·일반문의,내용증명·공시송달,2024년 12월 31일 전세 재계약 진행하여 확정일자까지 받았고 바로 hug 전세보증반환 보험도 재 신청하여 1월 10일 가입완료되었습니다. 그후 별문제 없이 살고 있다가 25년 6월 9일 hug에서 소유권자 변경으로 새로운 소유권자 정보요청및 변경 요청하여 급하게 등기부 등본 열람해보니 25년 5월 9일 소유권 이전 접수가 되었고 사유는 25년 1월 4일 협의 분할에 의한 상속으로 확인됩니다. 기존 임대인 전화 번호로 연락하니 전화가 차단되어있어 상속자(새로운 소유권자)의 연락처를 알수 없는 상태이며 이전 임대인의 사망도 6월 9일 등기부 등본을 통해 확인하였습니다. 이런경우 어떤 조취부터 해야하는지 막막합니다. 등기에 적힌 상속자 주소로 찾아가는게 불법인지도 궁금하고 우선 내용증명을 통해 연락을 시도 해봐야 할것 같은데 전반적으로 뭘 준비해야할지 연락처를 알아 낼 수 있는 방법이 없을지 상담받고 싶습니다.,,unknown,보증상품 보증상품 미확인 | 주택유형 미상 | 보증금구간 1억~2억 | 계약상태 계약중(종료예정) | 선순위권리 미상 | 반환보증 가입 | 분쟁유형 기타·일반문의 | 진행단계 내용증명·공시송달 | 상황 2024년 12월 31일 전세 재계약 진행하여 확정일자까지 받았고 바로 hug 전세보증반환 보험도 재 신청하여 1월 10일 가입완료되었습니다. 그후 별문제 없이 살고 있다가 25년 6월 9일 hug에서 소유권자 변경으로 새로운 소유권자 정보요청및 변경 요청하여 급하게 등기부 등본 열람해보니 25년 5월 9일 소유권 이전 접수가 되었고 사유는 25년 1월 4일 협의 분할에 의한 상속으로 확인됩니다. 기존 임대인 전화 번호로 연락하니 전화가 차단되어있어 상속자(새로운 소유권자)의 연락처를 알수 없는 상태이며 이전 임대인의 사망도 6월 9일 등기부 등본을 통해 확인하였습니다. 이런경우 어떤 조취부터 해야하는지 막막합니다. 등기에 적힌 상속자 주소로 찾아가는게 불법인지도 궁금하고 우선 내용증명을 통해 연락을 시도 해봐야 할것 같은데 전반적으로 뭘 준비해야할지 연락처를 알아 낼 수 있는 방법이 없을지 상담받고 싶습니다.,provided_synthetic_consultations
CASE-0713,G08,서울,양천구,1억~2억,계약중(종료예정),미상,압류·가압류,가입,경매·공매,상담·검토,"23년 2월 첫 계약 23년 하반기 다른 채권자로 인해 현 집을 담보로 경매 걸렸다가 유찰로 인하여 불발 여러 압류 걸려있음 (국가로부터, 제3은행권으로부터) 25년 2월 묵시적갱신 진행 3월 6일 집주인으로부터 결국 파산신청 예정이라는 통보 받음 보증보험가입 가입못함 - 첫 계약하고 가입 진행 도중 압류가 그 사이에 걸려 버림",* 일하는 중이다. 오후에 전화주세요.,unknown,"보증상품 보증상품 미확인 | 주택유형 미상 | 보증금구간 1억~2억 | 계약상태 계약중(종료예정) | 선순위권리 압류·가압류 | 반환보증 가입 | 분쟁유형 경매·공매 | 진행단계 상담·검토 | 상황 23년 2월 첫 계약 23년 하반기 다른 채권자로 인해 현 집을 담보로 경매 걸렸다가 유찰로 인하여 불발 여러 압류 걸려있음 (국가로부터, 제3은행권으로부터) 25년 2월 묵시적갱신 진행 3월 6일 집주인으로부터 결국 파산신청 예정이라는 통보 받음 보증보험가입 가입못함 - 첫 계약하고 가입 진행 도중 압류가 그 사이에 걸려 버림 | 특이사항 * 일하는 중이다. 오후에 전화주세요.",provided_synthetic_consultations
CASE-0714,G08,서울,구로구,1억~2억,계약종료,오피스텔,미상,가입,전세사기,판결·집행,"다름이아니라 전세사기피해자 관련 문의 드리려고 합니다 전세보증금 1억1천만원으로 임대차계약을 했습니다 그런데 어느날 공매통지서가 날라왔습니다 집주인에게 \""이게 무엇이냐, 무섭다. 해결해달라 그러지 않으면 계약기간 종료 후 집을 나갈 것이니 보증금을 돌려달라\"" 통지 했습니다. 임대인은 최대한 저에게 피해가 안 가도록 노력할 것이며 공매를 중지시킬 것이라며 안심을 시켰고 실제 중지가 되어 계약을 연장했습니다 그런데 어느날부터 연락이 되지 않고 공매통지서가 다시 날라왔습니다 당시 임대인이 세무서에 걸린 체납액이 얼마인지도 몰랐습니다 다시 한 번 계약 만료 기간이 되었고 임차권등기명령과 보증금 반환 소송을 했습니다 (보증금 반환 소송은 승소 확률이 높으며 판결문은 25일에 받을 수 있다고 합니다) 민사소송을 하다보니 임대인에게 전화가 와서는 공매통지서를 보내줄테니 저보고 낙찰을 받는게 어떻겠냐 했습니다 (공매통지서 첨부) 다른 706호의 같은 임대인 다른 세입자분도 보증금을 돌려받지 못해 스스로 낙찰을 받은 것을 확인했습니다 (등기부등본 떼서 확인. 임대인이 통화로도 말함) 현재 피해자 결정 신청은 의결예정 입니다 만약 보증금 반환 소송 승소 판결문이 나오고 강제 경매를 해서 제가 낙찰을 받아야 할 때에 피해액을 예상해보고 싶습니다 도저히 저는 가늠이 잘 안 갑니다 제발 도와주세요 ※1억1천만원중 8천8백만원은 중기청대출입니다 ※공매시 감정평가 금액은 1억2천만원이었습니다 ※임대인이 보내준 공매통지서로 체납액을 확인 할 수 있었습니다",1. 오피스텔 / 대항력있음,unknown,"보증상품 보증상품 미확인 | 주택유형 오피스텔 | 보증금구간 1억~2억 | 계약상태 계약종료 | 선순위권리 미상 | 반환보증 가입 | 분쟁유형 전세사기 | 진행단계 판결·집행 | 상황 다름이아니라 전세사기피해자 관련 문의 드리려고 합니다 전세보증금 1억1천만원으로 임대차계약을 했습니다 그런데 어느날 공매통지서가 날라왔습니다 집주인에게 \""이게 무엇이냐, 무섭다. 해결해달라 그러지 않으면 계약기간 종료 후 집을 나갈 것이니 보증금을 돌려달라\"" 통지 했습니다. 임대인은 최대한 저에게 피해가 안 가도록 노력할 것이며 공매를 중지시킬 것이라며 안심을 시켰고 실제 중지가 되어 계약을 연장했습니다 그런데 어느날부터 연락이 되지 않고 공매통지서가 다시 날라왔습니다 당시 임대인이 세무서에 걸린 체납액이 얼마인지도 몰랐습니다 다시 한 번 계약 만료 기간이 되었고 임차권등기명령과 보증금 반환 소송을 했습니다 (보증금 반환 소송은 승소 확률이 높으며 판결문은 25일에 받을 수 있다고 합니다) 민사소송을 하다보니 임대인에게 전화가 와서는 공매통지서를 보내줄테니 저보고 낙찰을 받는게 어떻겠냐 했습니다 (공매통지서 첨부) 다른 706호의 같은 임대인 다른 세입자분도 보증금을 돌려받지 못해 스스로 낙찰을 받은 것을 확인했습니다 (등기부등본 떼서 확인. 임대인이 통화로도 말함) 현재 피해자 결정 신청은 의결예정 입니다 만약 보증금 반환 소송 승소 판결문이 나오고 강제 경매를 해서 제가 낙찰을 받아야 할 때에 피해액을 예상해보고 싶습니다 도저히 저는 가늠이 잘 안 갑니다 제발 도와주세요 ※1억1천만원중 8천8백만원은 중기청대출입니다 ※공매시 감정평가 금액은 1억2천만원이었습니다 ※임대인이 보내준 공매통지서로 체납액을 확인 할 수 있었습니다 | 특이사항 1. 오피스텔 / 대항력있음",provided_synthetic_consultations
CASE-0715,G08,경기,이천시,1억~2억,계약중(종료예정),미상,미상,미상,기타·일반문의,상담·검토,집주인 너무 괘씸하네요,,unknown,보증상품 보증상품 미확인 | 주택유형 미상 | 보증금구간 1억~2억 | 계약상태 계약중(종료예정) | 선순위권리 미상 | 반환보증 미상 | 분쟁유형 기타·일반문의 | 진행단계 상담·검토 | 상황 집주인 너무 괘씸하네요,provided_synthetic_consultations
CASE-0716,G08,미상,미상,1억~2억,계약중(종료예정),미상,미상,미상,보증금미반환,내용증명·공시송달,"21.8.2~23.8.1까지 전세계약 23.5 월 집주인이 재계약 할거냐 물어봐서 하겠다고 연장 원한다 했습니다. 서면계약서 새로 안쓰고 조건 동일하게 연장했고 중도해지 필요해 24.11.8 집 나간다 통보하고 24.10월, 25년 1월 중도해지 통보 3개월 후에 보증금 반환 연락 했더니 안된다고 합니다. 보증금 반환 내용증명 보냈는데 계속 안준다 하는데 집주인은 합의에 의한 계약이라 2년 무조건 채우라네요. 전 연장하겠다고 말한게 갱신청구권에 의해 갱신한걸 뜻한건데 갱신청구권에 의해 연장이다라고 말 했어야 하나요?",,unknown,"보증상품 보증상품 미확인 | 주택유형 미상 | 보증금구간 1억~2억 | 계약상태 계약중(종료예정) | 선순위권리 미상 | 반환보증 미상 | 분쟁유형 보증금미반환 | 진행단계 내용증명·공시송달 | 상황 21.8.2~23.8.1까지 전세계약 23.5 월 집주인이 재계약 할거냐 물어봐서 하겠다고 연장 원한다 했습니다. 서면계약서 새로 안쓰고 조건 동일하게 연장했고 중도해지 필요해 24.11.8 집 나간다 통보하고 24.10월, 25년 1월 중도해지 통보 3개월 후에 보증금 반환 연락 했더니 안된다고 합니다. 보증금 반환 내용증명 보냈는데 계속 안준다 하는데 집주인은 합의에 의한 계약이라 2년 무조건 채우라네요. 전 연장하겠다고 말한게 갱신청구권에 의해 갱신한걸 뜻한건데 갱신청구권에 의해 연장이다라고 말 했어야 하나요?",provided_synthetic_consultations
CASE-0717,G08,미상,미상,2억~3억,계약중(종료예정),미상,근저당설정,미상,보증금미반환,상담·검토,계약중인데 근저당설정 된것을 확인했습니다. 보증금 돌려받기 위해 지금 할수 있는 방법이 있는지,,unknown,보증상품 보증상품 미확인 | 주택유형 미상 | 보증금구간 2억~3억 | 계약상태 계약중(종료예정) | 선순위권리 근저당설정 | 반환보증 미상 | 분쟁유형 보증금미반환 | 진행단계 상담·검토 | 상황 계약중인데 근저당설정 된것을 확인했습니다. 보증금 돌려받기 위해 지금 할수 있는 방법이 있는지,provided_synthetic_consultations
CASE-0718,G08,경기,경기도파주시,2억~3억,계약종료,미상,미상,미상,경매·공매,판결·집행,현재 전세반환소송 완료 후 판결문까직 나오고 강제경매 진행하려고 준비중인데 백수에 몸이다쳐서 일을 할수없는상황이라 돈이 여유치 않습니다 몸을 완전히 회복하려면 6~7개월 걸립니다 (가족이없어 금전적 도움받을곳이없음) 그래서 경매를 미루려고 하는데 괜찮은지 궁금합니다 그리고 경매시 입찰보증금 10% 준비해야되면나중에 돌려받는돈인지도,* 전화번호 부정확,unknown,보증상품 보증상품 미확인 | 주택유형 미상 | 보증금구간 2억~3억 | 계약상태 계약종료 | 선순위권리 미상 | 반환보증 미상 | 분쟁유형 경매·공매 | 진행단계 판결·집행 | 상황 현재 전세반환소송 완료 후 판결문까직 나오고 강제경매 진행하려고 준비중인데 백수에 몸이다쳐서 일을 할수없는상황이라 돈이 여유치 않습니다 몸을 완전히 회복하려면 6~7개월 걸립니다 (가족이없어 금전적 도움받을곳이없음) 그래서 경매를 미루려고 하는데 괜찮은지 궁금합니다 그리고 경매시 입찰보증금 10% 준비해야되면나중에 돌려받는돈인지도 | 특이사항 * 전화번호 부정확,provided_synthetic_consultations
